Bulk ID,Miller Index,Trajectory ID in OC22,Bulk Symbols,Energy_type,Melting_point (K),ΔEhull (meV/atom),Is_stable,Esurf.,Predicted Eadh (J/m2) ,Predicted Contact Angle θ ,Is_NNMD or iGAM
mp-685137,"(1, 1, 0)",Ce2SbO2_mp-685137_clean_CBo1dDTVXs,Ce4Sb2O4,GGA,2115,3.65,Meta-stable,3.02,-1.61,89.67,6-features iGAM
mp-25386,"(1, 0, 0)",Li-FeO2-2_mp-25386_clean_NVcsqGP1eF,Li8Fe16O32,GGA+U,1674,32.38,Unstable,14.4,-1.92,78.64,6-features iGAM
mp-505271,"(1, 1, 0)",Ni-SbO3-2_mp-505271_clean_Cz4xGEKGSf,Ni2Sb4O12,GGA+U,1587,0,Stable,8.83,-1.95,77.47,6-features iGAM
mp-776150,"(0, 2, 1)",ScAgO3_mp-776150_clean_vCr3aYuiVi,Sc4Ag4O12,GGA,1398,60.68,Unstable,3.98,-1.8,82.73,6-features iGAM
mp-25301,"(0, 1, 0)",Ti-SiO3-2_mp-25301_clean_oaWbdNiwMN,Ti4Si8O24,GGA,1790,39.48,Unstable,4.85,-1.96,77.27,6-features iGAM
mp-559203,"(1, 0, -1)",CdSeO3_mp-559203_clean_ocvhTlCFp7,Cd8Se8O24,GGA,953,0,Stable,6.08,-1.98,76.36,6-features iGAM
mp-753807,"(1, 0, 1)",ZnNi9O10_mp-753807_clean_ZRoBufeKoT,Zn1Ni9O10,GGA+U,1762,47.12,Unstable,27.07,-2.07,72.99,6-features iGAM
mp-542837,"(1, 1, -1)",BaWO4_mp-542837_clean_cmrQ5zASzs,Ba8W8O32,GGA+U,1849,10.02,Meta-stable,14.01,-1.87,80.49,6-features iGAM
mp-1207765,"(0, 1, 0)",YSbO4_mp-1207765_clean_HiWTt3Dstu,Y4Sb4O16,GGA,2020,0,Stable,5.4,-1.88,80.08,6-features iGAM
mvc-687,"(1, 2, -1)",Bi-WO4-2_mvc-687_clean_0nWodBOiV0,Bi1W2O8,GGA+U,1092,109.06,Unstable,13.43,-1.93,78.07,6-features iGAM
mp-754809,"(2, 1, 0)",MnNbO4_mp-754809_clean_cdc4WjzY6o,Mn2Nb2O8,GGA+U,1741,51.61,Unstable,7.17,-1.94,77.99,6-features iGAM
mp-756704,"(1, 0, 0)",LuTa3O9_mp-756704_clean_DMAWlnsQ9Z,Lu2Ta6O18,GGA,2067,13.4,Meta-stable,6.49,-1.62,89.33,6-features iGAM
mp-556550,"(1, 0, 2)",Li2NiO3_mp-556550_clean_e1EvgpU2RM,Li8Ni4O12,GGA+U,1597,0,Stable,10.32,-2.14,70.49,6-features iGAM
mp-772957,"(1, 0, 0)",SrV4O10_mp-772957_clean_lC6XHqovPo,Sr2V8O20,GGA+U,946,0,Stable,9.2,-1.98,76.5,6-features iGAM
mp-17015,"(0, 1, 0)",K4GeO4_mp-17015_clean_emjdPb26n6,K16Ge4O16,GGA,1312,0,Stable,3.78,-1.85,81.18,6-features iGAM
mp-981103,"(2, 1, 1)",Sr3CdO4_mp-981103_clean_gJ36AYSLu4,Sr3Cd1O4,GGA,1917,18.51,Meta-stable,4.21,-1.59,90.27,6-features iGAM
mp-1216722,"(2, 1, 2)",TiMoO4_mp-1216722_clean_zxKkmDirQR,Ti2Mo2O8,GGA+U,1907,50.63,Unstable,10.5,-1.91,78.91,6-features iGAM
mp-996961,"(1, 1, 1)",LiAuO2_mp-996961_clean_4szKWqCmaf,Li4Au4O8,GGA,801,34.07,Unstable,3.07,-1.51,93.42,6-features iGAM
mp-28669,"(1, 1, 1)",Mn-SeO3-2_mp-28669_clean_4awyzsS3tm,Mn2Se4O12,GGA+U,979,0,Stable,9.1,-2.07,73.04,6-features iGAM
mp-1180416,"(1, 0, 0)",Mg10-SiO6-3_mp-1180416_clean_nzu9wuufvl,Mg20Si6O36,GGA,2196,132.05,Unstable,5.68,-1.88,79.94,6-features iGAM
mp-540784,"(0, 0, 1)",1029743_Rb2Ti6O13_mp-540784_clean_iE61DrNF6l,Rb4Ti12O26,GGA,1424,0,Stable,6.05,-1.98,76.27,6-features iGAM
mp-867680,"(1, 2, 0)",NaTlO_mp-867680_clean_DGihiMG7QN,Na4Tl4O4,GGA,909,61.89,Unstable,0.83,-1.43,96.03,6-features iGAM
mp-754908,"(2, 1, 0)",NbCrO4_mp-754908_clean_fDmYlcWK9q,Nb2Cr2O8,GGA+U,1776,41.46,Unstable,13.08,-2.1,72.05,6-features iGAM
mp-542897,"(0, 1, 0)",BaIrO3_mp-542897_clean_lC0phaLrvp,Ba12Ir12O36,GGA,1893,16.26,Meta-stable,5.11,-1.88,79.9,6-features iGAM
mp-684583,"(1, 1, 0)",CsO2_mp-684583_clean_DWECQbMXeV,Cs2O4,GGA,752,44.39,Unstable,1.47,-1.34,99.59,6-features iGAM
mp-3614,"(3, 1, 0)",KTaO3_mp-3614_clean_XViO7hmlJ5,K1Ta1O3,GGA,1535,0,Stable,3.27,-1.72,85.61,6-features iGAM
mp-28535,"(1, -2, 2)",Ca2Se3O8_mp-28535_clean_84Gna1TSv8,Ca4Se6O16,GGA,1224,0,Stable,6.4,-2.04,74.03,6-features iGAM
mp-754401,"(3, 1, 0)",Al2O3_mp-754401_clean_DSMe3Qe0Dd,Al8O12,GGA,2266,45.6,Unstable,4.2,-1.75,84.87,6-features iGAM
mp-25264,"(1, 1, 0)",Sb-MoO4-2_mp-25264_clean_iN5FQh1Q0t,Sb4Mo8O32,GGA+U,921,141.35,Unstable,6.49,-1.96,77.03,6-features iGAM
mp-754231,"(1, 0, 0)",1019588_LuTiO3_mp-754231_clean_l93ucqY9NJ,Lu4Ti4O12,GGA,2116,61.94,Unstable,6.27,-1.74,84.92,6-features iGAM
mp-1228782,"(0, 1, 0)",BaMn8O16_mp-1228782_clean_ISF1tfmYJ4,Ba2Mn16O32,GGA+U,1721,0,Stable,10.56,-2.04,74.19,6-features iGAM
mp-1078830,"(0, 0, 1)",RbSeO3_mp-1078830_clean_uCcPL4G6Hq,Rb2Se2O6,GGA,776,174.37,Unstable,1.88,-1.49,94.17,6-features iGAM
mp-19509,"(1, 0, 0)",SrV10O15_mp-19509_clean_PP4ZPCRMqg,Sr4V40O60,GGA+U,2243,3.43,Meta-stable,9.82,-1.9,79.3,6-features iGAM
mp-715550,"(1, 2, 0)",90423983570956_MoO2_mp-715550_clean_2fZkIfTIkY,Mo4O8,GGA+U,1252,1.47,Meta-stable,13.9,-2.02,74.81,6-features iGAM
mp-755894,"(1, 0, 2)",Li2O_mp-755894_clean_bJjBvixJlw,Li8O4,GGA,1706,84.8,Unstable,3.86,-1.82,82.01,6-features iGAM
mp-554573,"(1, 1, 2)",SiO2_mp-554573_clean_INkuHwOAit,Si8O16,GGA,1941,1.39,Meta-stable,6.3,-1.98,76.54,6-features iGAM
mp-776404,"(0, 0, 1)",ZrO2_mp-776404_clean_HE0QnNd5Su,Zr8O16,GGA,2899,8.83,Meta-stable,6.38,-1.8,82.93,6-features iGAM
mp-777454,"(1, 0, -1)",V5FeO12_mp-777454_clean_88AyPBzlS6,V10Fe2O24,GGA+U,1037,69.3,Unstable,8,-2.02,75.04,6-features iGAM
mp-759209,"(2, -1, 2)",Ag2SnO3_mp-759209_clean_H3wnUJ4Cfe,Ag8Sn4O12,GGA,689,12.01,Meta-stable,3.3,-1.75,84.54,6-features iGAM
mp-1176675,"(2, 0, -1)",LiLuO2_mp-1176675_clean_0aNsfXUOC7,Li4Lu4O8,GGA,1838,6.87,Meta-stable,6.84,-1.85,81.1,6-features iGAM
mp-1183925,"(1, 1, 0)",CsCdO3_mp-1183925_clean_Lc3FGO4k7I,Cs1Cd1O3,GGA,870,433.22,Unstable,1.72,-1.54,92.25,6-features iGAM
mp-1099259,"(3, 3, 1)",414325470_LiMg3O4_mp-1099259_clean_wRJa6pSSai,Li1Mg3O4,GGA,2167,54.71,Unstable,7.85,-1.98,76.25,6-features iGAM
mp-1224305,"(1, 0, 1)",HfTiO4_mp-1224305_clean_CsnRiwbQRb,Hf2Ti2O8,GGA,2152,48.02,Unstable,15.32,-1.82,82.11,6-features iGAM
mvc-3874,"(1, 2, -1)",ZnBiO3_mvc-3874_clean_vxR13jelNk,Zn4Bi4O12,GGA,1013,80.63,Unstable,4.39,-1.96,76.95,6-features iGAM
mvc-5693,"(1, 2, 0)",MoWO6_mvc-5693_clean_phlGdb8qwN,Mo2W2O12,GGA+U,1663,23.8,Meta-stable,10.03,-1.95,77.62,6-features iGAM
mp-30059,"(1, 0, 0)",Tl2-SbO3-3_mp-30059_clean_fcjmQBJCrs,Tl8Sb12O36,GGA,1463,31.58,Unstable,5.34,-1.85,80.95,6-features iGAM
mp-1252778,"(0, 0, 1)",Al5-CoO4-3_mp-1252778_clean_qRvqiu1Iop,Al20Co12O48,GGA+U,2162,121.77,Unstable,15.38,-1.95,77.45,6-features iGAM
mp-504615,"(2, 1, 0)",Fe4Bi2O9_mp-504615_clean_EFLrbTjOQ3,Fe8Bi4O18,GGA+U,1039,11.66,Meta-stable,9.67,-1.96,77.15,6-features iGAM
mp-756334,"(1, 1, 1)",K2Sr2O3_mp-756334_clean_1kDHDYvbXM,K4Sr4O6,GGA,2099,55.33,Unstable,2.97,-1.64,88.76,6-features iGAM
mp-705564,"(1, 0, 0)",Co23O32_mp-705564_clean_erm81FTSAT,Co23O32,GGA+U,Not Found,0,Stable,26.46,-2.01,75.37,6-features iGAM
mp-551407,"(1, 2, 1)",CoSeO4_mp-551407_clean_PRIU9x7DeP,Co4Se4O16,GGA+U,935,5.09,Meta-stable,8.91,-2.02,74.78,6-features iGAM
mp-753026,"(1, 0, 1)",ZnCoO3_mp-753026_clean_RzwVicyZ6n,Zn8Co8O24,GGA+U,1824,55.95,Unstable,7.19,-2.01,75.21,6-features iGAM
mp-7915,"(2, 1, 2)",ZrSiO_mp-7915_clean_1PugFpMXtf,Zr2Si2O2,GGA,2428,259.24,Unstable,4.65,-2.11,71.63,6-features iGAM
mp-975106,"(1, 1, 2)",Rb2Bi2O5_mp-975106_clean_hKnzOVLMn0,Rb2Bi2O5,GGA,1010,3.32,Meta-stable,2.18,-1.51,93.27,6-features iGAM
mp-29193,"(0, 1, 0)",Nb2Se4O13_mp-29193_clean_2Dcccgzjnn,Nb4Se8O26,GGA,1312,0,Stable,4.62,-2.13,70.8,6-features iGAM
mp-1262593,"(1, 1, 0)",AlCu7O12_mp-1262593_clean_y5euRI8Eqc,Al2Cu14O24,GGA,1387,220.08,Unstable,4.31,-1.96,76.93,6-features iGAM
mp-975200,"(1, 1, 0)",RbSrO3_mp-975200_clean_9llnhhPLyr,Rb1Sr1O3,GGA,1232,457.09,Unstable,1.35,-1.37,98.43,6-features iGAM
mp-754739,"(1, 1, 1)",CaBe3O4_mp-754739_clean_4qZPWzFdWC,Ca2Be6O8,GGA,1799,62.52,Unstable,4.59,-2.04,74.06,6-features iGAM
mp-773511,"(0, 1, 0)",Co5NiO12_mp-773511_clean_bFljRYuvkq,Co10Ni2O24,GGA+U,1698,31.65,Unstable,14.3,-1.93,78.33,6-features iGAM
mp-675402,"(1, -1, 0)",414325470_CuAgO2_mp-675402_clean_WJcVZRJiRa,Cu1Ag1O2,GGA,897,168.91,Unstable,6.17,-1.96,77.03,6-features iGAM
mp-27556,"(0, 1, 0)",CsNbO3_mp-27556_clean_Kcik81MyLn,Cs8Nb8O24,GGA,1559,0,Stable,2.9,-1.66,88.01,6-features iGAM
mp-2254,"(1, 0, 0)",Al2O3_mp-2254_clean_43OzXV0d28,Al16O24,GGA,2266,16.89,Meta-stable,12.8,-1.79,83.13,6-features iGAM
mp-19072,"(1, 0, 0)",Si-NiO2-2_mp-19072_clean_GBnrrCIb3w,Si4Ni8O16,GGA+U,1630,0,Stable,16.97,-2,75.74,6-features iGAM
mp-33300,"(1, 0, 0)",Fe5CuO8_mp-33300_clean_QVAMHPjvGp,Fe20Cu4O32,GGA+U,1797,89.63,Unstable,16.46,-2.03,74.44,6-features iGAM
mp-541044,"(1, 1, 0)",CsYO2_mp-541044_clean_kdeADDzWHz,Cs2Y2O4,GGA,1912,0,Stable,3.44,-1.75,84.86,6-features iGAM
mp-504579,"(1, 0, 0)",Ag6Mo10O33_mp-504579_clean_rbV6K895Mj,Ag6Mo10O33,GGA+U,871,17.1,Meta-stable,10.47,-1.83,81.88,6-features iGAM
mp-14105,"(3, 1, 0)",AlTlO2_mp-14105_clean_jP0sBkZmYD,Al8Tl8O16,GGA,2132,17.44,Meta-stable,3.29,-1.74,85.05,6-features iGAM
mp-760432,"(0, 1, 0)",Cu2O3_mp-760432_clean_4u1uuqDm3D,Cu16O24,GGA,1250,5.05,Meta-stable,10.63,-2.06,73.28,6-features iGAM
mvc-15905,"(1, 0, 0)",AlMoO3_mvc-15905_clean_zas1L4EeVp,Al4Mo4O12,GGA+U,2155,176.26,Unstable,12.4,-1.81,82.72,6-features iGAM
mp-755610,"(1, 0, 0)",Ba6HfO8_mp-755610_clean_wUHfrzHeId,Ba24Hf4O32,GGA,2505,63.74,Unstable,1.83,-1.52,92.81,6-features iGAM
mvc-1130,"(1, 0, 0)",BaCu4O7_mvc-1130_clean_4HVZ1toHTt,Ba2Cu8O14,GGA,1399,256.24,Unstable,2.58,-1.61,89.64,6-features iGAM
mp-1216564,"(2, 2, 1)",Tl2O3_mp-1216564_clean_zYwpp3T5QX,Tl2O3,GGA,1068,116.13,Unstable,6.63,-1.96,77.16,6-features iGAM
mp-20313,"(0, 1, 1)",Fe2SiO4_mp-20313_clean_SideboBE28,Fe8Si4O16,GGA+U,1598,0,Stable,11.62,-2.09,72.17,6-features iGAM
mp-7896,"(1, 3, 2)",Cs2O2_mp-7896_clean_ChtAz1vmME,Cs4O4,GGA,804,0,Stable,1.65,-1.67,87.7,6-features iGAM
mp-754226,"(1, 0, 2)",YLuO3_mp-754226_clean_HU7FU74VSf,Y2Lu2O6,GGA,2714,73.25,Unstable,5,-2.01,75.1,6-features iGAM
mp-21036,"(2, 1, 2)",NaMnO2_mp-21036_clean_BAtTHMdkFI,Na2Mn2O4,GGA+U,1398,12.95,Meta-stable,7.94,-1.94,77.86,6-features iGAM
mp-1147,"(0, 1, 0)",Ti3O5_mp-1147_clean_6iKvj4Q0Be,Ti12O20,GGA,2091,0,Stable,12.26,-1.93,78.27,6-features iGAM
mp-17694,"(1, 0, 0)",Ca5Al6O14_mp-17694_clean_KKS0OqlJ7P,Ca20Al24O56,GGA,2124,3.4,Meta-stable,4.25,-1.74,85.11,6-features iGAM
mp-25264,"(1, 1, 0)",Sb-MoO4-2_mp-25264_clean_WmQt9szmCK,Sb4Mo8O32,GGA+U,921,141.35,Unstable,5.29,-1.96,77.05,6-features iGAM
mp-679975,"(1, 0, 0)",KGaO2_mp-679975_clean_tFmx6UCcQt,K16Ga16O32,GGA,1136,23.8,Meta-stable,4.97,-1.78,83.65,6-features iGAM
mp-1222275,"(1, 0, 1)",LiTlO2_mp-1222275_clean_mfXu6254kI,Li1Tl1O2,GGA,783,68.67,Unstable,3.34,-1.73,85.45,6-features iGAM
mp-540586,"(1, 1, 2)",Tl2SnO3_mp-540586_clean_4D2A7FEEMN,Tl8Sn4O12,GGA,836,0,Stable,3.06,-1.65,88.44,6-features iGAM
mp-755628,"(0, 0, 1)",TaFeO4_mp-755628_clean_N9Ekpcy8gS,Ta2Fe2O8,GGA+U,1984,2.56,Meta-stable,7.52,-2.01,75.33,6-features iGAM
mp-1220387,"(2, 1, 0)",2411243514_NbAgO3_mp-1220387_clean_rnRtAezyH2,Nb2Ag2O6,GGA,1514,53.43,Unstable,4.48,-1.98,76.35,6-features iGAM
mp-755580,"(1, 0, 0)",VGaO3_mp-755580_clean_piNEixUmEX,V4Ga4O12,GGA+U,1807,92.06,Unstable,11.76,-1.94,77.98,6-features iGAM
mp-9178,"(1, 0, -1)",CdSe2O5_mp-9178_clean_DCt9KkM8d1,Cd4Se8O20,GGA,999,0,Stable,4.18,-1.83,81.99,6-features iGAM
mvc-14915,"(0, 0, 1)",CaTi4O8_mvc-14915_clean_SvoylTF4nh,Ca3Ti12O24,GGA,2344,64.49,Unstable,5.84,-1.88,79.97,6-features iGAM
mp-756282,"(1, 0, -1)",VBiO3_mp-756282_clean_mAbt3bJein,V4Bi4O12,GGA+U,1169,10.36,Meta-stable,11.42,-1.78,83.63,6-features iGAM
mp-5012,"(1, 0, 0)",Li2SiO3_mp-5012_clean_WY13Eh43HC,Li8Si4O12,GGA,1504,0,Stable,9.46,-2.07,73.16,6-features iGAM
mp-1221988,"(1, 0, 0)",Mn5CrO8_mp-1221988_clean_QXQByLdlES,Mn10Cr2O16,GGA+U,1800,14.34,Meta-stable,16.74,-1.76,84.19,6-features iGAM
mp-754160,"(1, 0, 1)",ScCrO4_mp-754160_clean_9bJhbLKMNB,Sc4Cr4O16,GGA+U,2248,70.86,Unstable,10.11,-1.9,79.39,6-features iGAM
mp-1016851,"(1, 1, 0)",HgRuO3_mp-1016851_clean_BJPLB7bp6e,Hg1Ru1O3,GGA,790,301.47,Unstable,3.01,-1.62,89.47,6-features iGAM
mp-1025349,"(2, 1, 3)",Sr2ZrO4_mp-1025349_clean_GnyZhm31hE,Sr4Zr2O8,GGA,2572,34.57,Unstable,2.88,-1.39,97.75,6-features iGAM
mp-25279,"(2, 0, 1)",V2O5_mp-25279_clean_yKZjHQbMYQ,V4O10,GGA+U,972,0,Stable,5.82,-1.96,77.26,6-features iGAM
mp-5116,"(0, 1, 0)",K6Ge2O7_mp-5116_clean_Z1UnNBAc99,K12Ge4O14,GGA,Not Found,0,Stable,3.97,-1.81,82.65,6-features iGAM
mp-1265,"(3, 2, 0)",69019397_MgO_mp-1265_clean_kHjYyJAfAu,Mg4O4,GGA,3016,0,Stable,7.08,-2.02,74.71,6-features iGAM
mp-754739,"(2, -1, 2)",CaBe3O4_mp-754739_clean_KdnvIj05jM,Ca2Be6O8,GGA,1799,62.52,Unstable,4.03,-1.79,83.15,6-features iGAM
mp-770866,"(1, 1, 0)",LiMn5O8_mp-770866_clean_d3u7NS7zKa,Li4Mn20O32,GGA+U,1705,38.09,Unstable,10.17,-1.76,84.37,6-features iGAM
mp-540658,"(0, 0, 1)",1006479_Na3Fe5O9_mp-540658_clean_hZcjmm0ran,Na12Fe20O36,GGA+U,1455,8.41,Meta-stable,8.38,-1.83,81.66,6-features iGAM
mp-754282,"(2, 2, 1)",SrO_mp-754282_clean_Mib7hmmcYe,Sr2O2,GGA,2860,90.13,Unstable,5.31,-1.99,76.18,6-features iGAM
mp-14628,"(1, 0, 1)",ZnSnO3_mp-14628_clean_SaAUTQeX75,Zn6Sn6O18,GGA,1593,54.93,Unstable,5.92,-2.03,74.35,6-features iGAM
mp-1232310,"(1, 1, 0)",CsNiO2_mp-1232310_clean_eP1KeDQWfO,Cs8Ni8O16,GGA+U,1206,186.61,Unstable,10.01,-2.01,75.11,6-features iGAM
mp-1211132,"(1, 1, 1)",Li5OsO6_mp-1211132_clean_9NUn1G1ybY,Li10Os2O12,GGA,1444,0.17,Meta-stable,4.82,-2.02,74.74,6-features iGAM
mp-1179690,"(1, 0, 1)",Rh2O3_mp-1179690_clean_cmIUIjCyoL,Rh8O12,GGA,1962,152.76,Unstable,6.06,-1.97,76.64,6-features iGAM
mp-28632,"(1, 0, 0)",Ga-Bi3O5-4_mp-28632_clean_55YCalJgFS,Ga2Bi24O40,GGA,1141,29.83,Unstable,2.59,-1.44,95.76,6-features iGAM
mp-7534,"(1, 0, 1)",K2Cd2O3_mp-7534_clean_5TGpBFm8p8,K4Cd4O6,GGA,777,0,Stable,4.95,-2.04,74.03,6-features iGAM
mp-1244777,"(1, 0, -1)",Mg-AgO2-2_mp-1244777_clean_eZtM4r9h8a,Mg2Ag4O8,GGA,1116,131.45,Unstable,5.08,-1.96,77.07,6-features iGAM
mp-1184950,"(1, 1, 1)",KZrO3_mp-1184950_clean_KRW8bfqUAD,K1Zr1O3,GGA,1561,66.31,Unstable,3.47,-1.71,86.29,6-features iGAM
mp-1183980,"(1, 1, 1)",GaGeO3_mp-1183980_clean_VRFTjsWsig,Ga1Ge1O3,GGA,1588,672.53,Unstable,-0.18,-1.28,101.64,6-features iGAM
mp-1179089,"(2, 1, 2)",904239835_SrO2_mp-1179089_clean_9f4ag0XLrH,Sr4O8,GGA,1759,9.6,Meta-stable,2.55,-1.46,95.09,6-features iGAM
mp-1189389,"(1, 1, 0)",Cs-SeO3-2_mp-1189389_clean_vwToUIDPz2,Cs2Se4O12,GGA,639,178.68,Unstable,3.64,-1.77,83.91,6-features iGAM
mp-684697,"(1, 0, 0)",Sc20O19_mp-684697_clean_ZZJzRp16sv,Sc40O38,GGA,2697,60.34,Unstable,3.87,-1.84,81.3,6-features iGAM
mp-558781,"(1, 1, 2)",ScTaO4_mp-558781_clean_iS0rQIRStP,Sc2Ta2O8,GGA,2570,0,Stable,6,-1.94,77.75,6-features iGAM
mp-18949,"(0, 1, 1)",VFeO4_mp-18949_clean_q5QAb4odFs,V4Fe4O16,GGA+U,1260,17.16,Meta-stable,8.69,-1.8,82.93,6-features iGAM
mp-546936,"(1, 1, 0)",Co-RhO2-2_mp-546936_clean_5g92Qx7z5Z,Co8Rh16O32,GGA+U,1626,0,Stable,7.33,-2.04,74.03,6-features iGAM
mp-565203,"(1, 0, 0)",Mn2O3_mp-565203_clean_IZmJDAgwL9,Mn32O48,GGA+U,1912,0.16,Meta-stable,15.16,-2.04,74.11,6-features iGAM
mp-1202364,"(0, 0, 1)",MnSeO3_mp-1202364_clean_Bo9x3lNoHd,Mn8Se8O24,GGA+U,965,0,Stable,10.23,-2.14,70.56,6-features iGAM
mp-18575,"(1, 1, 1)",Nb2Zn3O8_mp-18575_clean_n8lxJDPabK,Nb8Zn12O32,GGA,1629,22.81,Meta-stable,5.9,-1.82,82.29,6-features iGAM
mp-10326,"(2, -1, 2)",Zn-ReO4-2_mp-10326_clean_u6qVaMNS6v,Zn1Re2O8,GGA,974,0,Stable,7.49,-1.97,76.55,6-features iGAM
mp-761128,"(1, 1, 0)",BaNb5O8_mp-761128_clean_bRy9vEf8Xt,Ba1Nb5O8,GGA,2055,0,Stable,6.57,-2.07,73.1,6-features iGAM
mp-3834,"(1, 1, 1)",BaZrO3_mp-3834_clean_xipG3PHRbK,Ba1Zr1O3,GGA,2790,0,Stable,4.52,-1.76,84.17,6-features iGAM
mp-540658,"(1, 1, 1)",1001022_Na3Fe5O9_mp-540658_clean_Daqp1p8PM1,Na12Fe20O36,GGA+U,1455,8.41,Meta-stable,7.72,-1.98,76.51,6-features iGAM
mp-778602,"(1, 0, 0)",Ba3GeO5_mp-778602_clean_Emf8jmqKGg,Ba12Ge4O20,GGA,2162,0,Stable,6.07,-2.08,72.56,6-features iGAM
mp-754375,"(3, 2, 1)",NaTi2O3_mp-754375_clean_kKCWSjSmfb,Na1Ti2O3,GGA,1270,54.21,Unstable,5.02,-2.06,73.51,6-features iGAM
mvc-4135,"(1, 0, 0)",Al-CuO2-2_mvc-4135_clean_0T544ZywEX,Al8Cu16O32,GGA,1510,154.26,Unstable,7.08,-1.97,76.56,6-features iGAM
mp-551470,"(1, 0, -2)",Tl2O_mp-551470_clean_i7OOiJCycO,Tl8O4,GGA,816,2.83,Meta-stable,1.94,-1.54,92.09,6-features iGAM
mp-773430,"(1, 0, 0)",NbV2O7_mp-773430_clean_kii4vX0MDm,Nb4V8O28,GGA+U,1479,58.5,Unstable,8.1,-2.02,74.86,6-features iGAM
mp-25264,"(1, 1, 0)",Sb-MoO4-2_mp-25264_clean_bBgBXefw5Y,Sb4Mo8O32,GGA+U,921,141.35,Unstable,5.29,-1.96,77.07,6-features iGAM
mp-22097,"(1, 0, 0)",Mo-RhO3-2_mp-22097_clean_1Bm88Z0gUa,Mo2Rh4O12,GGA+U,1645,0,Stable,11.72,-2.13,70.65,6-features iGAM
mp-768600,"(1, 0, 0)",Al-NiO2-2_mp-768600_clean_umaNfqLJOu,Al8Ni16O32,GGA+U,2249,47.91,Unstable,17.71,-2.02,74.76,6-features iGAM
mp-7961,"(3, 1, 0)",Sr3SnO_mp-7961_clean_iWVcexAIem,Sr3Sn1O1,GGA,1349,0,Stable,1.68,-1.57,91.16,6-features iGAM
mp-1070510,"(3, 3, 2)",Y2BiO2_mp-1070510_clean_yTJO8WfxQh,Y4Bi2O4,GGA,2399,0,Stable,3.48,-1.74,85.16,6-features iGAM
mp-558748,"(1, 1, 0)",Sc2O3_mp-558748_clean_muUGicIouu,Sc12O18,GGA,2700,73.75,Unstable,10.83,-1.96,77.03,6-features iGAM
mp-19086,"(1, 0, 0)",BaCoO2_mp-19086_clean_ERCyTqN3g1,Ba3Co3O6,GGA+U,1930,0,Stable,7.35,-2.04,74.29,6-features iGAM
mp-1244938,"(1, 0, 0)",Ga2O3_mp-1244938_clean_rqVuEiv1rK,Ga32O48,GGA,2105,167.06,Unstable,3.77,-1.59,90.47,6-features iGAM
mp-9146,"(2, 1, 2)",CdHgO2_mp-9146_clean_hm4ETbAfCz,Cd2Hg2O4,GGA,895,2.97,Meta-stable,5.71,-2.04,74.28,6-features iGAM
mp-1281376,"(2, 1, 1)",NiPtO2_mp-1281376_clean_8gDufoq1Oz,Ni2Pt2O4,GGA+U,1535,36.96,Unstable,13.07,-1.86,80.78,6-features iGAM
mp-5146,"(1, 0, 0)",Zn-RhO2-2_mp-5146_clean_c6OIiY3Pk2,Zn8Rh16O32,GGA,1676,0,Stable,6.45,-2.07,73.15,6-features iGAM
mp-530571,"(1, 0, 0)",Na4Sn3O8_mp-530571_clean_vTirXNAQQG,Na16Sn12O32,GGA,874,12.06,Meta-stable,5.15,-1.89,79.57,6-features iGAM
mp-1220867,"(3, 2, 0)",90423983534_NaTlO_mp-1220867_clean_iqAaHaSQmV,Na2Tl2O2,GGA,909,0,Stable,2.46,-1.64,88.69,6-features iGAM
mp-504567,"(1, 1, 0)",Mn3-CuO4-2_mp-504567_clean_2Ax8Izz9PK,Mn6Cu4O16,GGA+U,1501,25.33,Unstable,15.62,-1.91,78.89,6-features iGAM
mp-772779,"(0, 0, 1)",Ca-SeO3-2_mp-772779_clean_72SphsRB4i,Ca4Se8O24,GGA,1218,43.76,Unstable,3.89,-1.81,82.55,6-features iGAM
mp-8624,"(1, 1, 0)",K2Sn2O3_mp-8624_clean_kzhutHXUfs,K8Sn8O12,GGA,1099,0,Stable,4.23,-1.83,82,6-features iGAM
mp-30990,"(0, 1, 0)",K6Si2O7_mp-30990_clean_t2CJJ6GxC3,K12Si4O14,GGA,1262,0,Stable,5.93,-2.02,74.97,6-features iGAM
mp-1183298,"(1, 1, 0)",BaReO3_mp-1183298_clean_7gxFA8dJ78,Ba1Re1O3,GGA,1855,136.12,Unstable,7.21,-1.83,81.77,6-features iGAM
mp-753397,"(1, 0, 0)",Ga2CuO4_mp-753397_clean_OsLnLvnHjT,Ga16Cu8O32,GGA,1600,75.75,Unstable,7.04,-2.03,74.59,6-features iGAM
mp-553991,"(0, 1, 0)",Ti-GaO2-4_mp-553991_clean_qKTURUlMgU,Ti2Ga8O16,GGA,1910,2.6,Meta-stable,6.36,-1.91,79.03,6-features iGAM
mp-3721,"(1, 0, 0)",1031661_SrHfO3_mp-3721_clean_NTwhAvSZDM,Sr4Hf4O12,GGA,2772,6.06,Meta-stable,5.41,-1.74,84.99,6-features iGAM
mp-1219461,"(0, 0, 1)",Sb-WO3-5_mp-1219461_clean_mVsUaqKeNq,Sb4W20O60,GGA+U,1419,48.83,Unstable,13.5,-1.96,77.23,6-features iGAM
mp-27219,"(1, 0, 1)",Mg-SbO2-2_mp-27219_clean_PQSUASVwBM,Mg4Sb8O16,GGA,1526,0,Stable,5.68,-1.98,76.53,6-features iGAM
