Bulk ID,Miller Index,Trajectory ID in OC22,Bulk Symbols,Energy_type,Melting_point (K),ΔEhull (meV/atom),Is_stable,Esurf.,Predicted Eadh (J/m2) ,Predicted Contact Angle θ ,Is_NNMD or iGAM
mp-3463,"(2, 0, 3)",CaTi2O4_mp-3463_clean_ptP3Vaspkl,Ca4Ti8O16,GGA,2237,24.53,Meta-stable,7.23,-1.83,81.97,6-features iGAM
mp-1222981,"(1, 2, 1)",Li2SnO4_mp-1222981_clean_HDXeLbFJZb,Li2Sn1O4,GGA,1298,83.32,Unstable,3.88,-1.76,84.21,6-features iGAM
mp-31755,"(1, 1, 0)",Ta2FeO6_mp-31755_clean_VNGJ94s47s,Ta4Fe2O12,GGA+U,1991,0,Stable,8.85,-1.89,79.63,6-features iGAM
mp-755580,"(1, 0, 0)",VGaO3_mp-755580_clean_QKH0cmnuZo,V4Ga4O12,GGA+U,1807,92.06,Unstable,8.55,-2,75.68,6-features iGAM
mp-755373,"(1, 0, 0)",Lu2GeO5_mp-755373_clean_kF7JYbLUBC,Lu8Ge4O20,GGA,2208,100.85,Unstable,5.88,-1.89,79.66,6-features iGAM
mp-1311921,"(2, 1, 0)",MnTlO3_mp-1311921_clean_w2EvQVVfcv,Mn4Tl4O12,GGA+U,1121,64.05,Unstable,8.6,-2.1,71.86,6-features iGAM
mp-1213863,"(1, 1, 0)",Ce2WO6_mp-1213863_clean_KFEVZXwzqy,Ce4W2O12,GGA+U,1934,116.65,Unstable,10.67,-1.9,79.21,6-features iGAM
mp-769734,"(1, 0, 0)",ScFeO3_mp-769734_clean_a9qPnSs5Op,Sc4Fe4O12,GGA+U,1957,83.95,Unstable,11.73,-1.93,78.32,6-features iGAM
mp-754908,"(1, 0, 0)",69019397_NbCrO4_mp-754908_clean_XKYddmtS82,Nb2Cr2O8,GGA+U,1776,41.46,Unstable,8.72,-1.97,76.84,6-features iGAM
mp-1018721,"(3, 3, 1)",HfO2_mp-1018721_clean_AO6AmmiTsK,Hf2O4,GGA,2957,54.77,Unstable,6.05,-1.89,79.49,6-features iGAM
mp-752539,"(1, 2, -1)",Cs2Ba2O3_mp-752539_clean_aoSlGglYDQ,Cs4Ba4O6,GGA,825,81.64,Unstable,2.59,-1.59,90.47,6-features iGAM
mp-675654,"(1, 1, 0)",Cd2Bi6O11_mp-675654_clean_RKCIZtYhjc,Cd2Bi6O11,GGA,1065,105.85,Unstable,1.92,-1.48,94.47,6-features iGAM
mp-4092,"(0, 0, 1)",SrSeO4_mp-4092_clean_1SELtBqgKN,Sr4Se4O16,GGA,1466,0,Stable,4.07,-1.67,87.41,6-features iGAM
mp-776084,"(1, 0, -1)",BaSiO3_mp-776084_clean_HrsCuTYARu,Ba12Si12O36,GGA,1849,0,Stable,4.42,-1.94,77.86,6-features iGAM
mp-545622,"(1, 0, 1)",ZnWO4_mp-545622_clean_fMrxD8EJbe,Zn4W4O16,GGA+U,1379,43.5,Unstable,11.63,-2.02,74.83,6-features iGAM
mp-561189,"(1, 0, 0)",Rb6Si10O23_mp-561189_clean_OLUGNLpahU,Rb6Si10O23,GGA,1253,13,Meta-stable,8.98,-1.96,77.21,6-features iGAM
mp-1279343,"(0, 1, 0)",CoNiO3_mp-1279343_clean_p4fyi9qevk,Co2Ni2O6,GGA+U,1887,0.37,Meta-stable,18.69,-2.03,74.36,6-features iGAM
mp-1245018,"(1, 0, 0)",Ga2O3_mp-1245018_clean_mmnmgisYdZ,Ga32O48,GGA,2105,174.63,Unstable,4.82,-1.89,79.51,6-features iGAM
mp-768510,"(1, 1, 0)",Ba4Sn3O10_mp-768510_clean_lcbWdyuVms,Ba16Sn12O40,GGA,Not Found,5.83,Meta-stable,6.17,-1.86,80.6,6-features iGAM
mp-9774,"(2, 1, 0)",Ba4Sb2O_mp-9774_clean_2o2auDLQdp,Ba8Sb4O2,GGA,1744,0,Stable,1.57,-1.56,91.33,6-features iGAM
mp-1253488,"(1, 1, 0)",AlAgO3_mp-1253488_clean_qdssZ9aWm7,Al4Ag4O12,GGA,961,193.82,Unstable,4.31,-1.94,77.71,6-features iGAM
mvc-6637,"(1, 0, 1)",Ca-NiO2-2_mvc-6637_clean_slWI8jj6ot,Ca4Ni8O16,GGA+U,1548,25.24,Unstable,12.4,-2.01,75.3,6-features iGAM
mp-1206033,"(1, 2, -1)",VNiO3_mp-1206033_clean_Ee7852Ji0X,V2Ni2O6,GGA+U,Not Found,4.75,Meta-stable,13.88,-2.02,74.9,6-features iGAM
mp-545850,"(1, 0, 0)",VBiO4_mp-545850_clean_x0ubmg2bkq,V4Bi4O16,GGA+U,1213,0,Stable,6.95,-1.9,79.26,6-features iGAM
mp-28670,"(0, 0, 1)",Ba2Bi2O5_mp-28670_clean_wdAavMoQGR,Ba4Bi4O10,GGA,1202,0,Stable,6.35,-2.03,74.35,6-features iGAM
mp-545482,"(1, 2, 0)",PdSeO3_mp-545482_clean_I64t9Y52Ma,Pd2Se2O6,GGA,776,0,Stable,4.33,-2.1,71.92,6-features iGAM
mp-753746,"(1, 0, -1)",Rb2O_mp-753746_clean_Z9HJw900hC,Rb6O3,GGA,779,0,Stable,1.57,-1.57,91.13,6-features iGAM
mp-18288,"(1, 0, 2)",Ti-SnO2-2_mp-18288_clean_L2HAryWyr4,Ti4Sn8O16,GGA,2102,1.06,Meta-stable,4.2,-1.78,83.58,6-features iGAM
mp-608594,"(1, 1, 1)",CrWO4_mp-608594_clean_CPyhbsodrG,Cr4W4O16,GGA+U,1697,86.41,Unstable,19.29,-1.96,76.91,6-features iGAM
mp-997054,"(0, 0, 1)",CuBiO2_mp-997054_clean_uRjy3fOrnf,Cu2Bi2O4,GGA,969,9.78,Meta-stable,3.69,-1.73,85.6,6-features iGAM
mp-754663,"(1, 1, -1)",90423983501299385769012_Na2Be2O3_mp-754663_clean_p3zqg43tTb,Na4Be4O6,GGA,1288,35.1,Unstable,7.03,-1.93,78.28,6-features iGAM
mp-752685,"(1, 0, 0)",ZrBiO4_mp-752685_clean_KBx6Lws68x,Zr4Bi4O16,GGA,1738,26.89,Unstable,5.02,-1.84,81.37,6-features iGAM
mp-1276230,"(0, 2, -1)",V2Si2O7_mp-1276230_clean_GrhmS3TBqN,V2Si2O7,GGA+U,1569,39.8,Unstable,7.37,-1.94,77.89,6-features iGAM
mp-1190488,"(0, 1, 0)",Al4CdO7_mp-1190488_clean_mUxZTbWIDU,Al16Cd4O28,GGA,2142,0,Stable,4.2,-1.82,82.19,6-features iGAM
mp-7947,"(1, 1, 3)",PtO_mp-7947_clean_72Y8xxt5YZ,Pt2O2,GGA,1524,139.13,Unstable,4.25,-1.89,79.64,6-features iGAM
mp-1183289,"(2, 1, 1)",BaScO3_mp-1183289_clean_VqdwXUTt6u,Ba1Sc1O3,GGA,2446,26.7,Unstable,2.94,-1.38,98.05,6-features iGAM
mp-5076,"(1, 0, 0)",SrZrO3_mp-5076_clean_v1jrUdLXoO,Sr4Zr4O12,GGA,2801,12.59,Meta-stable,7.46,-1.72,85.76,6-features iGAM
mp-1262087,"(0, 1, 0)",Al-BiO3-3_mp-1262087_clean_jdouQYkGxp,Al4Bi12O36,GGA,1299,111.31,Unstable,3.02,-1.6,90.14,6-features iGAM
mp-997032,"(1, 1, 3)",MgAuO2_mp-997032_clean_6IEfC8ZOcQ,Mg4Au4O8,GGA,1252,36.72,Unstable,3.71,-1.78,83.74,6-features iGAM
mp-1295695,"(1, 1, -1)",NaCo2O3_mp-1295695_clean_7M31dPdzwT,Na2Co4O6,GGA+U,1361,25.12,Unstable,7.83,-1.89,79.7,6-features iGAM
mp-1076534,"(3, 1, 0)",RbTaO3_mp-1076534_clean_2Mrs4yABIM,Rb1Ta1O3,GGA,1961,56.66,Unstable,5.29,-2.06,73.38,6-features iGAM
mp-2589,"(2, 1, 0)",MgO2_mp-2589_clean_jbQxtjOz7A,Mg4O8,GGA,2226,14.42,Meta-stable,5.52,-1.8,83,6-features iGAM
mp-1178422,"(0, 0, 1)",Cs3GaO3_mp-1178422_clean_ps0krlX4vA,Cs12Ga4O12,GGA,896,0.5,Meta-stable,1.7,-1.54,92.11,6-features iGAM
mp-28403,"(2, 1, 0)",Ba2WO5_mp-28403_clean_IbNJAJMTei,Ba8W4O20,GGA+U,2075,0,Stable,9.26,-1.95,77.38,6-features iGAM
mp-1101441,"(1, 2, -1)",Rb4TiO4_mp-1101441_clean_gpS09BOJ8p,Rb8Ti2O8,GGA,1419,0.56,Meta-stable,2.97,-1.59,90.4,6-features iGAM
mp-1222124,"(3, 1, 0)",Mg3ZnO4_mp-1222124_clean_QtVHwWzTVa,Mg3Zn1O4,GGA,1844,34.47,Unstable,8.29,-1.95,77.63,6-features iGAM
mp-972384,"(1, 0, 0)",V2Se2O11_mp-972384_clean_0zix05F08l,V8Se8O44,GGA+U,984,0,Stable,14.7,-1.94,77.81,6-features iGAM
mp-32686,"(0, 1, 0)",CoO2_mp-32686_clean_I3EXue6EDb,Co2O4,GGA+U,1614,8.33,Meta-stable,9.3,-1.86,80.74,6-features iGAM
mp-756188,"(0, 0, 1)",LiCu3O4_mp-756188_clean_6tnZ2Bp5tP,Li4Cu12O16,GGA,998,46.12,Unstable,4.15,-1.81,82.48,6-features iGAM
mp-684583,"(1, 0, 0)",CsO2_mp-684583_clean_NnSds2LGoH,Cs2O4,GGA,752,44.39,Unstable,0.66,-1.39,97.57,6-features iGAM
mp-755253,"(3, 0, 1)",LiZrO2_mp-755253_clean_XFj4pJGI7u,Li4Zr4O8,GGA,1923,55.68,Unstable,4.98,-2.01,75.12,6-features iGAM
mp-769643,"(1, 0, 0)",Y-Bi3O5-4_mp-769643_clean_BH3o2sv8xv,Y2Bi24O40,GGA,1510,58.3,Unstable,2.43,-1.56,91.5,6-features iGAM
mp-756334,"(1, 0, 1)",K2Sr2O3_mp-756334_clean_fKhkNmsGD9,K4Sr4O6,GGA,2099,55.33,Unstable,3.7,-1.8,82.91,6-features iGAM
mp-5854,"(0, 1, 1)",LiGaO2_mp-5854_clean_ySj8USXXOJ,Li4Ga4O8,GGA,1722,0,Stable,7.04,-2.14,70.55,6-features iGAM
mp-4630,"(1, 0, 1)",Li2RuO3_mp-4630_clean_l2by04TWgw,Li8Ru4O12,GGA,1627,0,Stable,7,-2.15,70.03,6-features iGAM
mp-361,"(1, 1, 1)",Cu2O_mp-361_clean_tqX4QFxmNj,Cu4O2,GGA,1470,0,Stable,7.8,-2.06,73.54,6-features iGAM
mp-22479,"(1, 0, 0)",Zr4Pd2O_mp-22479_clean_hNJ0DbBYSj,Zr64Pd32O16,GGA,1351,0,Stable,2.71,-1.76,84.39,6-features iGAM
mp-753815,"(1, 0, 0)",CaY2O4_mp-753815_clean_C04uRgZsVx,Ca8Y16O32,GGA,2460,39.42,Unstable,5.07,-1.73,85.42,6-features iGAM
mp-971,"(2, 1, 1)",634070213497_K2O_mp-971_clean_3meop8v2Wo,K8O4,GGA,951,0,Stable,2.04,-1.55,92.04,6-features iGAM
mp-1216686,"(3, 0, 1)",TiNbO4_mp-1216686_clean_UN4RUnFBlv,Ti2Nb2O8,GGA,2206,36.99,Unstable,6.69,-1.88,79.88,6-features iGAM
mp-7029,"(2, 1, 0)",SiO2_mp-7029_clean_TA1qRyexzC,Si4O8,GGA,1941,2.91,Meta-stable,5.3,-1.88,80.1,6-features iGAM
mp-8189,"(1, 1, 0)",LiReO3_mp-8189_clean_ynUnW4oX2F,Li6Re6O18,GGA,1116,74.85,Unstable,7.68,-2.02,74.88,6-features iGAM
mp-1187191,"(2, 1, 1)",904239835_SrScO3_mp-1187191_clean_VlkzOwHojk,Sr1Sc1O3,GGA,2430,91.26,Unstable,4.91,-2.11,71.54,6-features iGAM
mp-997082,"(2, 2, -1)",BiAuO2_mp-997082_clean_Cs4d6mEAY9,Bi2Au2O4,GGA,987,38.49,Unstable,3.37,-1.68,87.35,6-features iGAM
mp-29164,"(0, 1, 0)",SrBiO3_mp-29164_clean_siqNghKolc,Sr4Bi4O12,GGA,1262,0,Stable,3.8,-1.81,82.53,6-features iGAM
mp-12978,"(1, 3, 3)",123212059559_SnO2_mp-12978_clean_an06fDJVyU,Sn4O8,GGA,2012,18.15,Meta-stable,7.83,-1.88,80.18,6-features iGAM
mp-510624,"(3, 3, 1)",SrFeO3_mp-510624_clean_0Jda1eIUeV,Sr1Fe1O3,GGA+U,1840,0,Stable,7.92,-1.99,76.12,6-features iGAM
mp-1173111,"(3, 0, 1)",TaRhO4_mp-1173111_clean_aroU2U1QA2,Ta2Rh2O8,GGA,2344,62.14,Unstable,7.67,-2.01,75.35,6-features iGAM
mp-3744,"(1, 1, 0)",90423983534_NaNbO2_mp-3744_clean_aOCGXDiL6n,Na2Nb2O4,GGA,1821,0,Stable,17.9,-2.03,74.58,6-features iGAM
mp-540969,"(1, 1, 1)",V2ZnO6_mp-540969_clean_c2qBAzRE3H,V4Zn2O12,GGA+U,1035,19.11,Meta-stable,10.38,-1.88,80.08,6-features iGAM
mp-556048,"(1, 0, 1)",Nb2O5_mp-556048_clean_zHdAI2L6Hb,Nb32O80,GGA,1876,6.53,Meta-stable,2.78,-1.38,98.14,6-features iGAM
mp-1279343,"(1, 1, -2)",CoNiO3_mp-1279343_clean_34LBSIXd1K,Co2Ni2O6,GGA+U,1887,0.37,Meta-stable,21.74,-2.05,73.89,6-features iGAM
mp-1101400,"(0, 0, 1)",Sr5W3O14_mp-1101400_clean_erakcQX9cD,Sr20W12O56,GGA+U,1936,20.15,Meta-stable,7.21,-1.88,79.88,6-features iGAM
mp-998227,"(1, 1, 0)",KHfO3_mp-998227_clean_QkyU4pcWVJ,K1Hf1O3,GGA,2537,40.91,Unstable,3.17,-1.57,91.27,6-features iGAM
mp-772198,"(1, 0, 0)",Be-Bi3O5-4_mp-772198_clean_ZjK95u0PGA,Be2Bi24O40,GGA,1050,82.82,Unstable,2.42,-1.55,91.84,6-features iGAM
mp-1120765,"(3, 1, 0)",BaNiO3_mp-1120765_clean_5vHanFem8J,Ba1Ni1O3,GGA+U,1821,124.19,Unstable,8.12,-1.95,77.29,6-features iGAM
mvc-12231,"(0, 1, 0)",MgV4O8_mvc-12231_clean_BVOrUs4n5T,Mg2V8O16,GGA+U,1990,90.98,Unstable,9.76,-2.03,74.41,6-features iGAM
mp-1017,"(3, 3, 1)",Zr3O_mp-1017_clean_yYqOK9t47f,Zr6O2,GGA,2222,4.17,Meta-stable,5.24,-2.03,74.64,6-features iGAM
mp-19115,"(1, 2, 0)",CaFeO3_mp-19115_clean_0xcFKBZrOZ,Ca4Fe4O12,GGA+U,1785,0,Stable,10.24,-2.04,74.08,6-features iGAM
mp-4826,"(1, 1, 3)",CaCuO2_mp-4826_clean_PTU6PCY7ry,Ca1Cu1O2,GGA,1368,15.6,Meta-stable,5.09,-1.73,85.47,6-features iGAM
mp-10417,"(1, 2, -1)",KSbO2_mp-10417_clean_pMgvDv4yCA,K4Sb4O8,GGA,1208,0,Stable,4.4,-2.03,74.5,6-features iGAM
mp-3359,"(1, 1, 1)",Ba2SnO4_mp-3359_clean_Nw1FPaGT5B,Ba4Sn2O8,GGA,2108,0,Stable,4.62,-2.02,74.72,6-features iGAM
mp-997084,"(3, 1, 1)",RbAgO2_mp-997084_clean_837CrdJCb0,Rb1Ag1O2,GGA,802,48.47,Unstable,2.69,-1.72,85.77,6-features iGAM
mp-21784,"(1, 0, 0)",Mn3Cu3O8_mp-21784_clean_7Thf5xGIT1,Mn12Cu12O32,GGA+U,1520,20.54,Meta-stable,12.3,-1.96,77.19,6-features iGAM
mp-755358,"(3, -1, 0)",LuAlO3_mp-755358_clean_KAiU1g2WPn,Lu2Al2O6,GGA,2152,61.63,Unstable,6.84,-1.93,78.03,6-features iGAM
mp-7638,"(1, 1, 1)",LiTa3O8_mp-7638_clean_cT9pv91C21,Li4Ta12O32,GGA,2064,0,Stable,9.96,-2.05,73.88,6-features iGAM
mp-1100903,"(3, 0, 1)",VRhO4_mp-1100903_clean_Ft1wuWDN4t,V2Rh2O8,GGA+U,1365,83.26,Unstable,9.51,-2.04,74.15,6-features iGAM
mp-2605,"(3, 1, 0)",CaO_mp-2605_clean_siUsi5keAx,Ca4O4,GGA,2855,0,Stable,3.91,-1.72,85.88,6-features iGAM
mp-27742,"(1, 1, 1)",K2CdO2_mp-27742_clean_AroI0NTTfE,K8Cd4O8,GGA,755,0,Stable,3.69,-1.82,82.22,6-features iGAM
mvc-10708,"(0, 1, 0)",Ca-SnO2-4_mvc-10708_clean_IHpsyxWCkb,Ca2Sn8O16,GGA,1573,154.45,Unstable,4.39,-1.87,80.52,6-features iGAM
mp-10326,"(1, 1, 0)",Zn-ReO4-2_mp-10326_clean_sSl2pUG4Og,Zn1Re2O8,GGA,974,0,Stable,4.54,-1.97,76.58,6-features iGAM
mp-996973,"(1, 2, -2)",CuHgO2_mp-996973_clean_2jxzZTvrFv,Cu2Hg2O4,GGA,845,43.04,Unstable,3.98,-1.83,81.86,6-features iGAM
mp-704645,"(2, 1, 0)",CuO_mp-704645_clean_vJLGjchpoU,Cu4O4,GGA,1386,0.26,Meta-stable,5.06,-2.05,73.65,6-features iGAM
mp-1192094,"(1, 0, 1)",Mn3ZnO7_mp-1192094_clean_HcJKD4x8sT,Mn18Zn6O42,GGA+U,1635,0.18,Meta-stable,9.43,-2.08,72.58,6-features iGAM
mp-20569,"(1, 1, 0)",MnSnO3_mp-20569_clean_1eLwHS9srU,Mn6Sn6O18,GGA+U,1509,0,Stable,15.46,-2,75.61,6-features iGAM
mp-755072,"(1, 0, 1)",Na2O_mp-755072_clean_xBl8AuhHx5,Na4O2,GGA,1423,36.47,Unstable,1.93,-1.45,95.4,6-features iGAM
mp-753132,"(2, 0, 1)",CaMn7O8_mp-753132_clean_qR798sHXm8,Ca2Mn14O16,GGA+U,1882,32.9,Unstable,16.59,-1.89,79.5,6-features iGAM
mp-769650,"(0, 0, 1)",1027186_Zr2Bi2O7_mp-769650_clean_MDv85yevzh,Zr8Bi8O28,GGA,1685,53.24,Unstable,6.51,-1.96,76.93,6-features iGAM
mp-1147,"(1, 0, 0)",Ti3O5_mp-1147_clean_ivOsnxE8zy,Ti12O20,GGA,2091,0,Stable,15.28,-1.98,76.27,6-features iGAM
mp-1016873,"(3, 1, 0)",CaHfO3_mp-1016873_clean_U8i3qIHpNJ,Ca1Hf1O3,GGA,2670,154.32,Unstable,3.43,-1.47,94.83,6-features iGAM
mp-754654,"(1, 1, 0)",1031661_NiSnO3_mp-754654_clean_LN19a3ih8d,Ni6Sn6O18,GGA+U,1730,26.18,Unstable,16.96,-1.8,82.93,6-features iGAM
mp-23080,"(2, 1, 1)",904239835_AlBiO3_mp-23080_clean_Ps7ZpVXbFT,Al1Bi1O3,GGA,1135,121.61,Unstable,7.72,-1.92,78.38,6-features iGAM
mp-756638,"(1, 0, 0)",NbRhO4_mp-756638_clean_aYJtx28dVO,Nb4Rh4O16,GGA,1738,14.57,Meta-stable,6.13,-1.83,82,6-features iGAM
mp-8922,"(2, -1, 2)",Cd-SbO3-2_mp-8922_clean_s3gign4q2V,Cd1Sb2O6,GGA,1300,0,Stable,5.59,-1.94,77.77,6-features iGAM
mp-554869,"(0, 1, -1)",SrGeO3_mp-554869_clean_iIXLw8sMnY,Sr12Ge12O36,GGA,1907,1.88,Meta-stable,6.98,-2.09,72.1,6-features iGAM
mp-753860,"(1, 0, 0)",SiBi3O7_mp-753860_clean_rgIUkWMPtZ,Si2Bi6O14,GGA,1265,88.69,Unstable,5.49,-2.02,74.78,6-features iGAM
mp-778795,"(0, 1, 0)",Ta2Zn4O9_mp-778795_clean_xJ2jyfUR1J,Ta8Zn16O36,GGA,1677,100.55,Unstable,5.66,-1.84,81.43,6-features iGAM
mp-997162,"(3, -1, 0)",MnAgO2_mp-997162_clean_P1XweqqLsV,Mn2Ag2O4,GGA+U,1283,44.2,Unstable,7.91,-2.07,73.07,6-features iGAM
mp-754596,"(1, 0, 0)",1027132_RbGaO2_mp-754596_clean_HESCxygXO8,Rb8Ga8O16,GGA,1119,0,Stable,4.65,-2.14,70.2,6-features iGAM
mvc-16263,"(2, 1, 0)",Zn-BiO2-2_mvc-16263_clean_b2qcKyymat,Zn2Bi4O8,GGA,999,68.54,Unstable,5.02,-2.01,75.09,6-features iGAM
mp-754107,"(1, 0, 0)",Y-BiO2-3_mp-754107_clean_QwdGVki8JZ,Y6Bi18O36,GGA,1534,44.28,Unstable,5.65,-2.08,72.63,6-features iGAM
mp-2652,"(1, 0, 0)",Y2O3_mp-2652_clean_JOWmpFfxVI,Y32O48,GGA,2677,0,Stable,4.09,-1.79,83.42,6-features iGAM
mp-768291,"(1, 1, 0)",Hg-SbO3-2_mp-768291_clean_bmNR1nN4Yr,Hg2Sb4O12,GGA,825,95.35,Unstable,6.62,-1.93,78.27,6-features iGAM
mp-684697,"(1, 0, 0)",Sc20O19_mp-684697_clean_amjgyWKf5v,Sc40O38,GGA,2697,60.34,Unstable,3.87,-1.83,81.76,6-features iGAM
mp-7868,"(1, 0, 0)",904239835_PtO2_mp-7868_clean_RBCcvHCk1X,Pt2O4,GGA,1738,4.62,Meta-stable,4.02,-1.84,81.51,6-features iGAM
mp-996977,"(2, 1, 0)",AgAuO2_mp-996977_clean_xHOXsbeVLs,Ag4Au4O8,GGA,690,34.25,Unstable,3.47,-1.8,82.92,6-features iGAM
mp-755040,"(0, 1, 2)",Cu2O3_mp-755040_clean_JnhaYBcZqd,Cu8O12,GGA,1250,46.1,Unstable,7.42,-2.03,74.67,6-features iGAM
mp-3904,"(1, 0, 0)",Mg2GeO4_mp-3904_clean_RWaXFEvxZb,Mg16Ge8O32,GGA,2108,0.35,Meta-stable,7.5,-1.95,77.35,6-features iGAM
mp-1040467,"(1, 1, 0)",69019397_RbOsO3_mp-1040467_clean_3Ht4GhMrr0,Rb1Os1O3,GGA,1220,90.56,Unstable,6.04,-2.01,75.14,6-features iGAM
mp-755190,"(1, 0, 0)",TaVO4_mp-755190_clean_fp7s3j3XnF,Ta4V4O16,GGA+U,1775,0,Stable,9.68,-1.98,76.19,6-features iGAM
mp-5052,"(0, 1, 0)",TiCdO3_mp-5052_clean_fxRfUDGcGv,Ti4Cd4O12,GGA,1739,38.74,Unstable,6.69,-1.92,78.42,6-features iGAM
mp-622497,"(0, 0, 1)",V3O5_mp-622497_clean_ISevrH47jJ,V12O20,GGA+U,1986,4.03,Meta-stable,19.28,-1.97,76.54,6-features iGAM
mp-12867,"(1, 0, 0)",SrSnO3_mp-12867_clean_T8bLSiafzq,Sr4Sn4O12,GGA,2083,11.47,Meta-stable,4.73,-1.75,84.64,6-features iGAM
mp-1183044,"(3, 1, 0)",ZrTlO3_mp-1183044_clean_AClz1ZKLcs,Zr1Tl1O3,GGA,1901,234.88,Unstable,2.15,-1.31,100.62,6-features iGAM
mp-675470,"(1, -2, 0)",YZr9O20_mp-675470_clean_mzkx0NSkZH,Y1Zr9O20,GGA,2429,64.59,Unstable,4.53,-1.83,81.91,6-features iGAM
mp-755276,"(1, 1, 1)",Mn5FeO12_mp-755276_clean_8AtJe1oz7N,Mn10Fe2O24,GGA+U,1542,64.03,Unstable,12.5,-2.08,72.49,6-features iGAM
mp-1288734,"(1, 0, 0)",YCoO3_mp-1288734_clean_nMZpKraKnK,Y4Co4O12,GGA+U,2054,14.76,Meta-stable,8.68,-1.93,78.25,6-features iGAM
mp-552089,"(1, 3, 3)",Sr2Cu3O5_mp-552089_clean_XNEVcu6qub,Sr4Cu6O10,GGA,1477,10.61,Meta-stable,4.36,-1.93,78.31,6-features iGAM
mp-754250,"(2, 0, 1)",NaLuO2_mp-754250_clean_z0Z698S4TN,Na8Lu8O16,GGA,1486,6.9,Meta-stable,4.25,-1.73,85.39,6-features iGAM
mp-20079,"(1, 0, 0)",1007228_CaPbO3_mp-20079_clean_x1LiCf9wV7,Ca4Pb4O12,GGA,1530,2.45,Meta-stable,5.94,-2,75.69,6-features iGAM
mp-1275946,"(1, 1, 0)",V3O5_mp-1275946_clean_66ju6JpTjQ,V6O10,GGA+U,1986,0,Stable,23.62,-1.99,75.88,6-features iGAM
mp-27684,"(1, 1, 2)",Tl4O3_mp-27684_clean_hwQO2y5ShO,Tl8O6,GGA,834,0,Stable,3.02,-1.74,85.08,6-features iGAM
mp-21735,"(1, 1, 0)",LiFe5O8_mp-21735_clean_EnpmF6E13x,Li4Fe20O32,GGA+U,1668,63.06,Unstable,12.76,-1.95,77.32,6-features iGAM
mvc-784,"(0, 1, 0)",YW3O8_mvc-784_clean_qHnORGy6z4,Y2W6O16,GGA+U,1696,72.86,Unstable,18.35,-1.93,78.14,6-features iGAM
mp-756205,"(1, 3, 0)",ScBiO3_mp-756205_clean_JoNonWABcZ,Sc4Bi4O12,GGA,1781,32.16,Unstable,4.28,-1.86,80.82,6-features iGAM
mp-8002,"(1, 0, 0)",LiGaO2_mp-8002_clean_JL0oLWkHOL,Li3Ga3O6,GGA,1722,66.17,Unstable,10.97,-1.98,76.25,6-features iGAM
mp-753443,"(1, 1, -2)",NaBeO2_mp-753443_clean_nuoVykqDMZ,Na8Be8O16,GGA,1360,122.92,Unstable,4.71,-1.93,78.17,6-features iGAM
mp-1132,"(1, 1, 0)",CdO_mp-1132_clean_1pcGbIthcg,Cd4O4,GGA,1664,0,Stable,5.75,-2.13,70.77,6-features iGAM
mp-971700,"(1, 1, 1)",ZnAuO3_mp-971700_clean_9IF0Y8BSXG,Zn1Au1O3,GGA,979,791.17,Unstable,-1.99,-1.33,99.71,6-features iGAM
mp-772572,"(1, 1, -1)",Rb6Co2O7_mp-772572_clean_8c4ExKBisX,Rb12Co4O14,GGA+U,1255,0,Stable,3.3,-1.82,82.07,6-features iGAM
mp-558748,"(0, 1, 0)",Sc2O3_mp-558748_clean_rcjRyuYyoZ,Sc12O18,GGA,2700,73.75,Unstable,5.44,-1.98,76.36,6-features iGAM
mp-867719,"(1, 2, 2)",FePtO2_mp-867719_clean_g5eXpmMl3p,Fe2Pt2O4,GGA+U,1577,74.23,Unstable,9.92,-2.03,74.35,6-features iGAM
mp-8453,"(3, 2, 3)",51024953_RbNaO_mp-8453_clean_F8DjG61pTI,Rb2Na2O2,GGA,710,11.97,Meta-stable,3.27,-1.67,87.7,6-features iGAM
mp-1078659,"(1, 1, 2)",CaRhO3_mp-1078659_clean_b7PNU54a4U,Ca4Rh4O12,GGA,1538,0,Stable,5.9,-1.96,76.92,6-features iGAM
mvc-10196,"(0, 1, 0)",CuBiO4_mvc-10196_clean_qBefMZHZ5I,Cu8Bi8O32,GGA,1239,176.17,Unstable,5.64,-1.96,76.93,6-features iGAM
mp-754231,"(2, 1, 0)",LuTiO3_mp-754231_clean_HfQqIkV3sC,Lu4Ti4O12,GGA,2116,61.94,Unstable,4.93,-1.82,82.14,6-features iGAM
mp-997084,"(1, 3, 1)",414325470_RbAgO2_mp-997084_clean_LKmnG3biDp,Rb1Ag1O2,GGA,802,48.47,Unstable,2.25,-1.62,89.26,6-features iGAM
mp-756460,"(1, 1, 1)",Ga2HgO4_mp-756460_clean_tYsRUEPP20,Ga8Hg4O16,GGA,892,63.61,Unstable,5.49,-2.09,72.42,6-features iGAM
mp-1218641,"(0, 1, 0)",Sr7Mn4O15_mp-1218641_clean_uWdccpjnrH,Sr14Mn8O30,GGA+U,1865,1.47,Meta-stable,8.97,-2.03,74.34,6-features iGAM
mp-752792,"(1, 0, 0)",MnV4O12_mp-752792_clean_AO5e9EqBJr,Mn2V8O24,GGA+U,986,56.19,Unstable,11.61,-2.09,72.38,6-features iGAM
mp-1095353,"(1, 1, 0)",IrO2_mp-1095353_clean_BfAWf17HUB,Ir4O8,GGA,1806,95.81,Unstable,7.07,-2.03,74.5,6-features iGAM
